3309676,40,2013/5/28,2013/5/28 9:27,2013/5/9 14:00,DoCoMo,DoCoMo/2.0 P07B(c500;TB;W24H16)
50084762,40,2014/3/3,2014/3/3 13:12,2013/9/3 0:46,DoCoMo,DoCoMo/2.0 P07B(c500;TB;W24H16)
50416166,40,2014/3/21,2014/3/21 18:34,2013/5/9 21:19,DoCoMo,DoCoMo/2.0 P07B(c500;TB;W24H16)
55401737,40,2013/9/26,2013/9/26 10:29,2013/6/21 15:38,DoCoMo,DoCoMo/2.0 P07B(c500;TB;W24H16)
58088180,40,2013/12/30,2013/12/30 1:30,2013/3/22 18:32,DoCoMo,DoCoMo/2.0 P07B(c500;TB;W24H16)
73182457,40,2014/3/30,2014/3/30 10:27,2013/3/25 21:27,DoCoMo,DoCoMo/2.0 P07B(c500;TB;W24H16)
38521647,40,2013/10/26,2013/10/26 0:18,2013/10/15 22:09,DoCoMo,DoCoMo/2.0 P10A(c100;TB;W24H15)
44587047,40,2014/1/13,2014/1/13 11:04,2013/3/24 15:43,DoCoMo,DoCoMo/2.0 P705i(c100;TB;W24H15)
59732653,40,2014/1/6,2014/1/6 0:32,2013/6/2 10:48,DoCoMo,DoCoMo/2.0 P706imyu(c100;TB;W24H15)
66210803,40,2013/4/14,2013/4/14 1:05,2013/4/3 2:52,DoCoMo,DoCoMo/2.0 P903i(c100;TB;W24H12)
43910535,40,2014/2/26,2014/2/26 23:43,2013/4/27 17:48,DoCoMo,DoCoMo/2.0 P905i(c100;TB;W24H15)
39613113,40,2014/1/12,2014/1/12 21:49,2013/3/22 16:03,DoCoMo,DoCoMo/2.0 P905i(c100;TB;W30H19)
3359713,40,2013/8/18,2013/8/18 15:04,2013/4/22 17:04,DoCoMo,DoCoMo/2.0 P906i(c100;TB;W24H15)
238600,40,2014/4/2,2014/4/2 0:26,2013/4/5 18:18,DoCoMo,DoCoMo/2.0 SH01B(c500;TB;W24H16)
38705872,40,2013/7/22,2013/7/22 7:24,2013/3/28 18:14,DoCoMo,DoCoMo/2.0 SH01B(c500;TB;W24H16)
40951442,40,2013/11/15,2013/11/15 18:21,2013/3/22 23:00,DoCoMo,DoCoMo/2.0 SH01C(c500;TB;W24H16)
9924638,40,2013/6/14,2013/6/14 10:37,2013/5/10 12:27,DoCoMo,DoCoMo/2.0 SH01C(c500;TB;W30H20)
14005864,40,2013/3/30,2013/3/30 0:39,2013/3/22 18:53,DoCoMo,DoCoMo/2.0 SH01C(c500;TB;W30H20)
56738631,40,2014/3/5,2014/3/5 22:55,2013/6/19 20:57,DoCoMo,DoCoMo/2.0 SH02A(c100;TB;W24H16)
2849864,40,2013/4/24,2013/4/24 0:41,2013/3/22 10:08,DoCoMo,DoCoMo/2.0 SH02A(c100;TB;W30H20)
7958307,40,2013/8/22,2013/8/22 23:47,2013/7/24 11:01,DoCoMo,DoCoMo/2.0 SH02B(c500;TB;W24H16)
38347581,40,2013/8/25,2013/8/25 23:24,2013/6/15 18:00,DoCoMo,DoCoMo/2.0 SH02B(c500;TB;W24H16)
12084808,40,2013/10/31,2013/10/31 8:40,2013/7/11 23:42,DoCoMo,DoCoMo/2.0 SH03B(c500;TB;W30H13)
49001185,40,2014/2/26,2014/2/26 23:14,2013/4/8 0:26,DoCoMo,DoCoMo/2.0 SH03B(c500;TB;W30H13)
34627630,40,2014/4/3,2014/4/3 23:45,2013/3/26 17:49,DoCoMo,DoCoMo/2.0 SH03D(c500;TB;W24H16)
40627409,40,2014/4/4,2014/4/4 9:48,2013/4/3 19:28,DoCoMo,DoCoMo/2.0 SH03E(c500;TB;W24H16)
2562692,40,2013/9/27,2013/9/27 2:39,2013/3/22 13:01,DoCoMo,DoCoMo/2.0 SH04C(c500;TB;W24H16)
7691052,40,2013/8/7,2013/8/7 17:54,2013/3/29 18:22,DoCoMo,DoCoMo/2.0 SH05A3(c500;TB;W24H14)
3557673,40,2013/6/9,2013/6/9 18:14,2013/5/1 2:49,DoCoMo,DoCoMo/2.0 SH05A3(c500;TB;W30H18)
75057624,40,2013/3/30,2013/3/30 10:27,2013/3/22 12:38,DoCoMo,DoCoMo/2.0 SH05B(c500;TB;W24H16)
14785236,40,2013/6/30,2013/6/30 14:55,2013/5/8 21:01,DoCoMo,DoCoMo/2.0 SH05D(c500;TB;W30H20)
63329669,40,2013/5/12,2013/5/12 20:15,2013/3/22 16:58,DoCoMo,DoCoMo/2.0 SH06A3(c500;TB;W24H14)
37247411,40,2014/1/20,2014/1/20 10:51,2013/6/18 18:49,DoCoMo,DoCoMo/2.0 SH06B(c500;TB;W24H16)
38029332,40,2013/8/8,2013/8/8 12:22,2013/3/22 12:40,DoCoMo,DoCoMo/2.0 SH07A3(c500;TB;W30H18)
8555957,40,2013/10/1,2013/10/1 8:58,2013/5/13 0:36,DoCoMo,DoCoMo/2.0 SH07B(c500;TB;W24H16)
14594421,40,2013/4/21,2013/4/21 13:47,2013/3/31 18:59,DoCoMo,DoCoMo/2.0 SH07B(c500;TB;W30H20)
53212259,40,2013/10/29,2013/10/29 8:48,2013/3/22 12:38,DoCoMo,DoCoMo/2.0 SH07B(c500;TB;W30H20)
67274859,40,2014/2/8,2014/2/8 13:00,2013/4/5 19:08,DoCoMo,DoCoMo/2.0 SH07B(c500;TB;W30H20)
5271710,40,2013/5/30,2013/5/30 9:30,2013/5/12 15:08,DoCoMo,DoCoMo/2.0 SH08B(c500;TB;W24H16)
51474291,40,2013/4/27,2013/4/27 18:32,2013/4/3 23:49,DoCoMo,DoCoMo/2.0 SH08B(c500;TB;W24H16)
68576531,40,2013/4/7,2013/4/7 9:38,2013/3/24 18:06,DoCoMo,DoCoMo/2.0 SH08B(c500;TB;W24H16)
39491769,40,2014/4/1,2014/4/1 0:15,2013/4/29 16:38,DoCoMo,DoCoMo/2.0 SH09B(c500;TB;W24H16)
30026701,40,2014/3/14,2014/3/14 18:50,2013/9/20 15:59,DoCoMo,DoCoMo/2.0 SH10C(c500;TB;W30H20)
42164553,40,2013/7/1,2013/7/1 1:30,2013/3/22 12:39,DoCoMo,DoCoMo/2.0 SH11C(c500;TB;W24H16)
77116975,40,2013/10/25,2013/10/25 13:20,2013/10/22 13:04,DoCoMo,DoCoMo/2.0 SH11C(c500;TB;W30H20)
35339812,40,2014/3/21,2014/3/21 4:55,2013/3/22 19:48,DoCoMo,DoCoMo/2.0 SH11C(c500;TB;W40H27)
7345346,40,2013/12/26,2013/12/26 7:29,2013/3/27 12:53,DoCoMo,DoCoMo/2.0 SH905i(c100;TB;W24H16)
43495454,40,2014/3/11,2014/3/11 10:42,2013/4/19 13:18,DoCoMo,DoCoMo/2.0 SH906i(c100;TB;W24H16)
45836699,40,2014/2/18,2014/2/18 0:23,2013/5/31 4:48,DoCoMo,DoCoMo/2.0 SH906iTV(c100;TB;W24H16)
75919876,40,2013/8/4,2013/8/4 21:50,2013/5/14 16:35,DoCoMo,DoCoMo/2.0 SO906i(c100;TB;W24H18)
6439726,40,2013/11/4,2013/11/4 22:37,2013/9/17 0:16,KDDI,KDDI-CA3F UP.Browser/6.2_7.2.7.1.K.4.314 (GUI) MMP/2.0
8036027,40,2014/3/21,2014/3/21 12:26,2014/3/14 21:39,KDDI,KDDI-CA3G UP.Browser/6.2_7.2.7.1.K.2.2.105 (GUI) MMP/2.0
38841888,40,2013/12/7,2013/12/7 12:47,2013/4/15 16:22,KDDI,KDDI-CA3G UP.Browser/6.2_7.2.7.1.K.2.234 (GUI) MMP/2.0
36396650,40,2013/8/1,2013/8/1 22:34,2013/4/16 15:03,KDDI,KDDI-CA3J UP.Browser/6.2_7.2.7.1.K.5.207 (GUI) MMP/2.0
36953075,40,2013/11/16,2013/11/16 9:47,2013/9/26 1:27,KDDI,KDDI-CA3K UP.Browser/6.2_7.2.7.1.K.7.115 (GUI) MMP/2.0
75337834,40,2013/11/26,2013/11/26 23:23,2013/7/3 17:46,KDDI,KDDI-CA3K UP.Browser/6.2_7.2.7.1.K.7.115 (GUI) MMP/2.0
45049146,40,2013/9/23,2013/9/23 19:45,2013/3/22 22:59,KDDI,KDDI-HI3H UP.Browser/6.2_7.2.7.1.K.5.214 (GUI) MMP/2.0
15255561,40,2014/4/2,2014/4/2 5:07,2013/4/8 14:00,KDDI,KDDI-KC3G UP.Browser/6.2.0.14.1 (GUI) MMP/2.0
53967627,40,2014/3/29,2014/3/29 18:22,2013/3/31 12:38,KDDI,KDDI-KC3I UP.Browser/6.2.0.14.1.2 (GUI) MMP/2.0
3703902,40,2013/10/11,2013/10/11 14:43,2013/3/30 19:04,KDDI,KDDI-KC3O UP.Browser/6.2.0.15.1.1.1.2 (GUI) MMP/2.0
46306215,40,2013/6/8,2013/6/8 9:48,2013/4/13 1:19,KDDI,KDDI-KC3O UP.Browser/6.2.0.15.1.1.1.2 (GUI) MMP/2.0
6532712,40,2014/1/28,2014/1/28 2:47,2013/4/10 16:46,KDDI,KDDI-KC3R UP.Browser/6.2_7.2.7.1.K.4.310 (GUI) MMP/2.0
38309426,40,2013/12/29,2013/12/29 20:32,2013/5/4 15:08,KDDI,KDDI-KC3R UP.Browser/6.2_7.2.7.1.K.4.310 (GUI) MMP/2.0
35455021,40,2013/7/21,2013/7/21 2:41,2013/4/16 18:43,KDDI,KDDI-KC3Z UP.Browser/6.2.0.16.2.2 (GUI) MMP/2.0
71208108,40,2013/12/22,2013/12/22 18:15,2013/9/13 23:23,KDDI,KDDI-KC42 UP.Browser/6.2_7.2.7.1.K.6.1.103 (GUI) MMP/2.0
82688316,40,2014/1/29,2014/1/29 18:03,2014/1/18 18:05,KDDI,KDDI-KC42 UP.Browser/6.2_7.2.7.1.K.6.1.103 (GUI) MMP/2.0
4264793,40,2014/3/29,2014/3/29 21:48,2013/3/21 22:17,KDDI,KDDI-KC46 UP.Browser/6.2_7.2.7.1.K.7.1.102 (GUI) MMP/2.0
56734957,40,2014/1/28,2014/1/28 2:24,2014/1/12 3:46,KDDI,KDDI-KC46 UP.Browser/6.2_7.2.7.1.K.7.1.102 (GUI) MMP/2.0
75890146,40,2014/4/2,2014/4/2 23:43,2013/4/27 16:24,KDDI,KDDI-KC46 UP.Browser/6.2_7.2.7.1.K.7.1.102 (GUI) MMP/2.0
76647572,40,2014/1/8,2014/1/8 20:54,2013/6/19 23:19,KDDI,KDDI-KC46 UP.Browser/6.2_7.2.7.1.K.7.1.102 (GUI) MMP/2.0
11346093,40,2013/12/26,2013/12/26 18:47,2013/3/28 18:27,KDDI,KDDI-KC4A UP.Browser/6.2_7.2.7.1.K.7.1.104 (GUI) MMP/2.0
74760695,40,2014/3/31,2014/3/31 7:21,2013/3/24 16:32,KDDI,KDDI-KC4A UP.Browser/6.2_7.2.7.1.K.7.1.104 (GUI) MMP/2.0
69890261,40,2013/7/28,2013/7/28 0:11,2013/6/29 20:12,KDDI,KDDI-SA3A UP.Browser/6.2.0.13.1.4 (GUI) MMP/2.0
52879645,40,2014/3/26,2014/3/26 21:36,2013/3/30 22:21,KDDI,KDDI-SA3E UP.Browser/6.2_7.2.7.1.K.2.232 (GUI) MMP/2.0
37807099,40,2014/1/8,2014/1/8 1:19,2013/3/22 13:37,KDDI,KDDI-SH3E UP.Browser/6.2_7.2.7.1.K.3.352 (GUI) MMP/2.0
72309947,40,2013/5/2,2013/5/2 12:19,2013/4/6 7:54,KDDI,KDDI-SH3E UP.Browser/6.2_7.2.7.1.K.3.352 (GUI) MMP/2.0
53392924,40,2013/12/30,2013/12/30 18:33,2013/3/22 19:44,KDDI,KDDI-SH3J UP.Browser/6.2_7.2.7.1.K.5.212 (GUI) MMP/2.0
35347856,40,2013/6/30,2013/6/30 8:04,2013/6/13 16:41,KDDI,KDDI-SH3K UP.Browser/6.2_7.2.7.1.K.5.207 (GUI) MMP/2.0
46607870,40,2014/3/1,2014/3/1 22:43,2013/3/22 12:38,KDDI,KDDI-SH3K UP.Browser/6.2_7.2.7.1.K.5.207 (GUI) MMP/2.0
7430907,40,2014/4/2,2014/4/2 9:13,2013/3/22 8:31,KDDI,KDDI-SH3L UP.Browser/6.2_7.2.7.1.K.6.210 (GUI) MMP/2.0
41582018,40,2013/5/9,2013/5/9 10:38,2013/3/28 9:54,KDDI,KDDI-SN3E UP.Browser/6.2.0.13.2 (GUI) MMP/2.0
32146157,40,2013/8/1,2013/8/1 18:09,2013/3/27 13:46,KDDI,KDDI-SN3F UP.Browser/6.2_7.2.7.1.K.2.234 (GUI) MMP/2.0
38686442,40,2014/1/31,2014/1/31 19:38,2013/3/22 21:53,KDDI,KDDI-SN3G UP.Browser/6.2.0.14.1.2 (GUI) MMP/2.0
55721737,40,2013/5/22,2013/5/22 6:02,2013/5/10 7:02,KDDI,KDDI-SN3G UP.Browser/6.2.0.14.1.2 (GUI) MMP/2.0
71591408,40,2013/5/10,2013/5/10 7:49,2013/4/16 22:55,KDDI,KDDI-SN3L UP.Browser/6.2_7.2.7.1.K.4.306 (GUI) MMP/2.0
35825977,40,2013/12/22,2013/12/22 10:33,2013/5/12 16:14,KDDI,KDDI-SN3P UP.Browser/6.2_7.2.7.1.K.5.212 (GUI) MMP/2.0
31211744,40,2013/11/20,2013/11/20 6:32,2013/10/26 20:56,KDDI,KDDI-SN3Q UP.Browser/6.2_7.2.7.1.K.6.1.102 (GUI) MMP/2.0
35445242,40,2013/7/16,2013/7/16 16:28,2013/3/22 20:47,KDDI,KDDI-SN3Q UP.Browser/6.2_7.2.7.1.K.6.1.102 (GUI) MMP/2.0
7551761,40,2013/5/15,2013/5/15 19:55,2013/3/22 23:44,KDDI,KDDI-SN3Q UP.Browser/6.2_7.2.7.1.K.6.210 (GUI) MMP/2.0
66019876,40,2013/8/16,2013/8/16 12:00,2013/4/25 2:35,KDDI,KDDI-SN3S UP.Browser/6.2_7.2.7.1.K.6.211 (GUI) MMP/2.0
1417416,40,2013/7/9,2013/7/9 11:31,2013/4/5 23:18,KDDI,KDDI-SN3S UP.Browser/6.2_7.2.7.1.K.6.212 (GUI) MMP/2.0
39733268,40,2014/2/4,2014/2/4 14:51,2013/3/25 10:48,KDDI,KDDI-SN3S UP.Browser/6.2_7.2.7.1.K.6.212 (GUI) MMP/2.0
42790823,40,2014/3/9,2014/3/9 1:17,2013/5/12 15:56,KDDI,KDDI-SN3S UP.Browser/6.2_7.2.7.1.K.6.212 (GUI) MMP/2.0
53219421,40,2013/6/6,2013/6/6 15:02,2013/4/17 16:59,KDDI,KDDI-SN3S UP.Browser/6.2_7.2.7.1.K.6.212 (GUI) MMP/2.0
67251091,40,2013/11/19,2013/11/19 9:39,2013/7/29 18:03,KDDI,KDDI-SN3S UP.Browser/6.2_7.2.7.1.K.6.212 (GUI) MMP/2.0
70923480,40,2013/10/27,2013/10/27 6:19,2013/3/27 20:01,KDDI,KDDI-SN3T UP.Browser/6.2_7.2.7.1.K.6.1.102 (GUI) MMP/2.0
56487539,40,2014/4/2,2014/4/2 22:13,2013/3/25 21:34,KDDI,KDDI-TS3D UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0
