"38936202","2","10","2014-04-04","1","2014-04-04 10:49:21","2013-09-16 22:38:18","1","Android","Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; Nexus Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
"40626968","2","10","2013-06-23","1","2013-06-23 00:40:06","2013-05-11 20:52:44","1","Android","Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; Nexus Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
"42365109","2","10","2014-04-04","1","2014-04-04 10:49:04","2013-09-16 22:38:18","1","Android","Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; Nexus Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
"42529796","2","10","2014-04-04","1","2014-04-04 10:47:39","2013-09-16 22:38:17","1","Android","Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; Nexus Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
"52816921","2","10","2014-04-04","1","2014-04-04 10:47:54","2013-09-16 22:38:17","1","Android","Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; Nexus Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
"52841233","2","10","2014-04-04","1","2014-04-04 10:48:29","2013-09-16 22:38:18","1","Android","Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; Nexus Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
"52843569","2","10","2014-04-04","1","2014-04-04 10:48:12","2013-09-16 22:38:17","1","Android","Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; Nexus Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
"52851311","2","10","2014-04-04","1","2014-04-04 10:34:28","2013-09-15 12:39:47","1","Android","Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; Nexus Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
"52851523","2","10","2014-04-04","1","2014-04-04 10:34:44","2013-09-15 12:39:47","1","Android","Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; Nexus Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
"52851803","2","10","2014-04-04","1","2014-04-04 10:35:00","2013-09-15 12:39:47","1","Android","Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; Nexus Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
